title,price,rating,availability,category,image_url,book_url
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,44.74,Four,In Stock,Books,https://books.toscrape.com/media/cache/5d/a5/5da545b9d44464af8b3d0a9511a050ca.jpg,https://books.toscrape.com/catalogue/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html
Tipping Point for Planet Earth: How Close Are We to the Edge?,37.55,One,In Stock,Books,https://books.toscrape.com/media/cache/8e/cb/8ecbec21e76445ee83229a439e22aeaa.jpg,https://books.toscrape.com/catalogue/tipping-point-for-planet-earth-how-close-are-we-to-the-edge_643/index.html
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",55.91,One,In Stock,Books,https://books.toscrape.com/media/cache/b2/5a/b25a722c3bab8b311454bc251a75334a.jpg,https://books.toscrape.com/catalogue/the-fabric-of-the-cosmos-space-time-and-the-texture-of-reality_572/index.html
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,28.41,One,In Stock,Books,https://books.toscrape.com/media/cache/29/5c/295ca7f5981786e8b2c6616d10158808.jpg,https://books.toscrape.com/catalogue/diary-of-a-citizen-scientist-chasing-tiger-beetles-and-other-new-ways-of-engaging-the-world_517/index.html
The Origin of Species,10.01,Four,In Stock,Books,https://books.toscrape.com/media/cache/d5/45/d54527d34174d5dd7eaeaaffdfcb3c5c.jpg,https://books.toscrape.com/catalogue/the-origin-of-species_499/index.html
The Grand Design,13.76,Three,In Stock,Books,https://books.toscrape.com/media/cache/9b/69/9b696c2064d6ee387774b6121bb4be91.jpg,https://books.toscrape.com/catalogue/the-grand-design_405/index.html
Peak: Secrets from the New Science of Expertise,16.28,Two,In Stock,Books,https://books.toscrape.com/media/cache/7c/04/7c04c7a92b5ba83361eba81fa364a2ca.jpg,https://books.toscrape.com/catalogue/peak-secrets-from-the-new-science-of-expertise_389/index.html
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",13.03,Four,In Stock,Books,https://books.toscrape.com/media/cache/5e/db/5edba3f8d50df6306bc5aa3f2516bd0c.jpg,https://books.toscrape.com/catalogue/the-elegant-universe-superstrings-hidden-dimensions-and-the-quest-for-the-ultimate-theory_245/index.html
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",57.35,Five,In Stock,Books,https://books.toscrape.com/media/cache/47/cd/47cd27d1ae8935f974541829eea328f2.jpg,https://books.toscrape.com/catalogue/the-disappearing-spoon-and-other-true-tales-of-madness-love-and-the-history-of-the-world-from-the-periodic-table-of-the-elements_244/index.html
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",25.83,Two,In Stock,Books,https://books.toscrape.com/media/cache/a5/50/a550edf8668b36d52d37080a804944ab.jpg,https://books.toscrape.com/catalogue/surely-youre-joking-mr-feynman-adventures-of-a-curious-character_227/index.html
Seven Brief Lessons on Physics,30.6,Four,In Stock,Books,https://books.toscrape.com/media/cache/ae/f9/aef933758e39ba5e4327b2152478bb1a.jpg,https://books.toscrape.com/catalogue/seven-brief-lessons-on-physics_219/index.html
The Selfish Gene,29.45,One,In Stock,Books,https://books.toscrape.com/media/cache/d7/63/d763b806d6f0fb6580f16d08e00bdba6.jpg,https://books.toscrape.com/catalogue/the-selfish-gene_81/index.html
A Light in the Attic,51.77,Three,In Stock,Books,https://books.toscrape.com/media/cache/fe/72/fe72f0532301ec28892ae79a629a293c.jpg,https://books.toscrape.com/catalogue/a-light-in-the-attic_1000/index.html
The Black Maria,52.15,One,In Stock,Books,https://books.toscrape.com/media/cache/d1/7a/d17a3e313e52e1be5651719e4fba1d16.jpg,https://books.toscrape.com/catalogue/the-black-maria_991/index.html
Shakespeare's Sonnets,20.66,Four,In Stock,Books,https://books.toscrape.com/media/cache/4d/7a/4d7a79a8be80a529b277ed5c4d8ba482.jpg,https://books.toscrape.com/catalogue/shakespeares-sonnets_989/index.html
Olio,23.88,One,In Stock,Books,https://books.toscrape.com/media/cache/b1/0e/b10eabab1e1c811a6d47969904fd5755.jpg,https://books.toscrape.com/catalogue/olio_984/index.html
You can't bury them all: Poems,33.63,Two,In Stock,Books,https://books.toscrape.com/media/cache/b7/44/b7440aa88046b0bf8cba50d59295518e.jpg,https://books.toscrape.com/catalogue/you-cant-bury-them-all-poems_961/index.html
Slow States of Collapse: Poems,57.31,Three,In Stock,Books,https://books.toscrape.com/media/cache/db/ac/dbac3faca8a799824f5725d66c0fcce3.jpg,https://books.toscrape.com/catalogue/slow-states-of-collapse-poems_960/index.html
Untitled Collection: Sabbath Poems 2014,14.27,Four,In Stock,Books,https://books.toscrape.com/media/cache/65/6e/656e79dfd4f8b6bf19ffde2c75ceda81.jpg,https://books.toscrape.com/catalogue/untitled-collection-sabbath-poems-2014_953/index.html
Poems That Make Grown Women Cry,14.19,Four,In Stock,Books,https://books.toscrape.com/media/cache/18/ac/18ac3f16b10a5fc47e603d93335e3f24.jpg,https://books.toscrape.com/catalogue/poems-that-make-grown-women-cry_824/index.html
Night Sky with Exit Wounds,41.05,One,In Stock,Books,https://books.toscrape.com/media/cache/ff/48/ff48b0696fb97b7f7b5c6d15e372cb70.jpg,https://books.toscrape.com/catalogue/night-sky-with-exit-wounds_822/index.html
salt.,46.78,Four,In Stock,Books,https://books.toscrape.com/media/cache/c9/92/c9924f9637aef6d9fc8e165be62f69ee.jpg,https://books.toscrape.com/catalogue/salt_731/index.html
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",50.89,Five,In Stock,Books,https://books.toscrape.com/media/cache/68/92/68922093080c377fa521ba64d8d372e1.jpg,https://books.toscrape.com/catalogue/quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html
Out of Print: City Lights Spotlight No. 14,53.64,Five,In Stock,Books,https://books.toscrape.com/media/cache/4c/5a/4c5a559bc2edb79e5d48af4dbc813eb2.jpg,https://books.toscrape.com/catalogue/out-of-print-city-lights-spotlight-no-14_536/index.html
Les Fleurs du Mal,29.04,Five,In Stock,Books,https://books.toscrape.com/media/cache/3d/32/3d324c0b55c221e9b701d4e772b42ad6.jpg,https://books.toscrape.com/catalogue/les-fleurs-du-mal_530/index.html
Howl and Other Poems,40.45,Two,In Stock,Books,https://books.toscrape.com/media/cache/09/8e/098e81fcea9f6b4c15f6d207301c0085.jpg,https://books.toscrape.com/catalogue/howl-and-other-poems_522/index.html
Leave This Song Behind: Teen Poetry at Its Best,51.17,Five,In Stock,Books,https://books.toscrape.com/media/cache/5e/ca/5eca840ed2d6f0f0d2f795922cb76741.jpg,https://books.toscrape.com/catalogue/leave-this-song-behind-teen-poetry-at-its-best_474/index.html
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),15.42,Five,In Stock,Books,https://books.toscrape.com/media/cache/b3/8c/b38cadc69f4a2db0aae2ee2867ab8583.jpg,https://books.toscrape.com/catalogue/the-collected-poems-of-wb-yeats-the-collected-works-of-wb-yeats-1_441/index.html
The Crossover,38.77,Four,In Stock,Books,https://books.toscrape.com/media/cache/25/fe/25fe373b974387a66ff1dea80f023ccb.jpg,https://books.toscrape.com/catalogue/the-crossover_398/index.html
Booked,17.49,Five,In Stock,Books,https://books.toscrape.com/media/cache/cf/3b/cf3b0341f5f4f4ad2c1439c11d32a9b1.jpg,https://books.toscrape.com/catalogue/booked_365/index.html
Twenty Love Poems and a Song of Despair,30.95,Four,In Stock,Books,https://books.toscrape.com/media/cache/ec/10/ec10f11ff0ea13c17a42d81b03896235.jpg,https://books.toscrape.com/catalogue/twenty-love-poems-and-a-song-of-despair_91/index.html
"Vampire Knight, Vol. 1 (Vampire Knight #1)",15.4,One,In Stock,Books,https://books.toscrape.com/media/cache/39/82/39826643a2e100f9e763079d7d5867f4.jpg,https://books.toscrape.com/catalogue/vampire-knight-vol-1-vampire-knight-1_93/index.html
Wall and Piece,44.18,Four,In Stock,Books,https://books.toscrape.com/media/cache/df/34/df346322ddfdd3b4da0e34cad17f49dc.jpg,https://books.toscrape.com/catalogue/wall-and-piece_971/index.html
Feathers: Displays of Brilliant Plumage,49.05,Three,In Stock,Books,https://books.toscrape.com/media/cache/0a/d4/0ad48326a0d2dbda145c94e1d50ef673.jpg,https://books.toscrape.com/catalogue/feathers-displays-of-brilliant-plumage_695/index.html
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,48.63,Four,In Stock,Books,https://books.toscrape.com/media/cache/87/82/87822798b42545d589822bc712dc38a6.jpg,https://books.toscrape.com/catalogue/art-and-fear-observations-on-the-perils-and-rewards-of-artmaking_559/index.html
The New Drawing on the Right Side of the Brain,43.02,Three,In Stock,Books,https://books.toscrape.com/media/cache/0a/8f/0a8f6461714ec9868dea0d37c5da5a81.jpg,https://books.toscrape.com/catalogue/the-new-drawing-on-the-right-side-of-the-brain_550/index.html
History of Beauty,10.29,Four,In Stock,Books,https://books.toscrape.com/media/cache/cb/74/cb74d2953d5249143c3c2e3c281daf6f.jpg,https://books.toscrape.com/catalogue/history-of-beauty_521/index.html
The Story of Art,41.14,Four,In Stock,Books,https://books.toscrape.com/media/cache/7a/e9/7ae92da23efc2f0f4633f9d2cde370f3.jpg,https://books.toscrape.com/catalogue/the-story-of-art_500/index.html
The Art Book,32.34,Two,In Stock,Books,https://books.toscrape.com/media/cache/76/90/76904c101329aa50b6653f399318970b.jpg,https://books.toscrape.com/catalogue/the-art-book_490/index.html
Ways of Seeing,39.51,Five,In Stock,Books,https://books.toscrape.com/media/cache/a5/54/a5542b7abc8673ea8254a3fe93b23e4e.jpg,https://books.toscrape.com/catalogue/ways-of-seeing_94/index.html
The Lucifer Effect: Understanding How Good People Turn Evil,10.4,One,In Stock,Books,https://books.toscrape.com/media/cache/4b/2a/4b2a574e8382dcac92d046d30d2c27fc.jpg,https://books.toscrape.com/catalogue/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html
The Golden Condom: And Other Essays on Love Lost and Found,39.43,One,In Stock,Books,https://books.toscrape.com/media/cache/e8/b4/e8b404939ad2b1cc9d896ba646919b17.jpg,https://books.toscrape.com/catalogue/the-golden-condom-and-other-essays-on-love-lost-and-found_637/index.html
It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,56.27,Three,In Stock,Books,https://books.toscrape.com/media/cache/d3/26/d326484793116ccc786957d31e4fe912.jpg,https://books.toscrape.com/catalogue/it-didnt-start-with-you-how-inherited-family-trauma-shapes-who-we-are-and-how-to-end-the-cycle_593/index.html
An Unquiet Mind: A Memoir of Moods and Madness,21.3,Three,In Stock,Books,https://books.toscrape.com/media/cache/e5/65/e56540f5e29286f3d7a1e3eb1912b61f.jpg,https://books.toscrape.com/catalogue/an-unquiet-mind-a-memoir-of-moods-and-madness_422/index.html
"Thinking, Fast and Slow",21.14,One,In Stock,Books,https://books.toscrape.com/media/cache/7d/9b/7d9ba3173dcc0194ec63f9c77d0763cb.jpg,https://books.toscrape.com/catalogue/thinking-fast-and-slow_289/index.html
Civilization and Its Discontents,59.95,Two,In Stock,Books,https://books.toscrape.com/media/cache/5c/27/5c2728296f41f2f0fb52142e35f49570.jpg,https://books.toscrape.com/catalogue/civilization-and-its-discontents_140/index.html
8 Keys to Mental Health Through Exercise,31.04,One,In Stock,Books,https://books.toscrape.com/media/cache/37/5e/375e0267fe12e7aa1f9f7f2bd2711ecb.jpg,https://books.toscrape.com/catalogue/8-keys-to-mental-health-through-exercise_114/index.html
The Argonauts,10.93,Two,In Stock,Books,https://books.toscrape.com/media/cache/22/d0/22d01c710471f94dabfa41083fa3cf4e.jpg,https://books.toscrape.com/catalogue/the-argonauts_837/index.html
M Train,27.18,One,In Stock,Books,https://books.toscrape.com/media/cache/f0/9f/f09fd4a3200b94db86364f308ac02530.jpg,https://books.toscrape.com/catalogue/m-train_598/index.html
Lab Girl,40.85,One,In Stock,Books,https://books.toscrape.com/media/cache/26/ff/26ffcda626a5561e483afa19b58db8ac.jpg,https://books.toscrape.com/catalogue/lab-girl_595/index.html
Approval Junkie: Adventures in Caring Too Much,58.81,Five,In Stock,Books,https://books.toscrape.com/media/cache/96/6d/966d8d2afdead087cba0f29a69f89ba5.jpg,https://books.toscrape.com/catalogue/approval-junkie-adventures-in-caring-too-much_363/index.html
Running with Scissors,12.91,Four,In Stock,Books,https://books.toscrape.com/media/cache/4c/e1/4ce1ed40df359e001020e1ea55674381.jpg,https://books.toscrape.com/catalogue/running-with-scissors_215/index.html
Me Talk Pretty One Day,57.6,Two,In Stock,Books,https://books.toscrape.com/media/cache/61/b2/61b220c2079a45a7975a397c8849e00e.jpg,https://books.toscrape.com/catalogue/me-talk-pretty-one-day_193/index.html
Lust & Wonder,11.87,Two,In Stock,Books,https://books.toscrape.com/media/cache/25/1c/251ce4355601534338a646f2b63be93a.jpg,https://books.toscrape.com/catalogue/lust-wonder_191/index.html
Life Without a Recipe,59.04,Five,In Stock,Books,https://books.toscrape.com/media/cache/9e/4f/9e4fb935df3113056cc9bdee6cd09ea6.jpg,https://books.toscrape.com/catalogue/life-without-a-recipe_188/index.html
A Heartbreaking Work of Staggering Genius,54.29,Five,In Stock,Books,https://books.toscrape.com/media/cache/47/f3/47f3d4f1e85773bf41ba64a036e37994.jpg,https://books.toscrape.com/catalogue/a-heartbreaking-work-of-staggering-genius_115/index.html
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,37.35,Two,In Stock,Books,https://books.toscrape.com/media/cache/3c/b9/3cb9c84d2a6a66f8bb6601d4f33deaa0.jpg,https://books.toscrape.com/catalogue/catastrophic-happiness-finding-joy-in-childhoods-messy-years_138/index.html
Fifty Shades Freed (Fifty Shades #3),15.36,Five,In Stock,Books,https://books.toscrape.com/media/cache/f4/07/f407d3bbf457d35701dfe72ee9ef3b68.jpg,https://books.toscrape.com/catalogue/fifty-shades-freed-fifty-shades-3_156/index.html
The Long Haul (Diary of a Wimpy Kid #9),44.07,One,In Stock,Books,https://books.toscrape.com/media/cache/b1/e6/b1e6c747381261cd6e60ac9d350c4bab.jpg,https://books.toscrape.com/catalogue/the-long-haul-diary-of-a-wimpy-kid-9_757/index.html
Old School (Diary of a Wimpy Kid #10),11.83,Five,In Stock,Books,https://books.toscrape.com/media/cache/55/82/5582626cb185a8eb2914c15d5287afbd.jpg,https://books.toscrape.com/catalogue/old-school-diary-of-a-wimpy-kid-10_723/index.html
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,25.98,Four,In Stock,Books,https://books.toscrape.com/media/cache/04/ab/04ab560690b2383512d2fdf4c6366b1e.jpg,https://books.toscrape.com/catalogue/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",14.75,Five,In Stock,Books,https://books.toscrape.com/media/cache/25/1d/251df0eb9b321159b0ee348d4a9da2af.jpg,https://books.toscrape.com/catalogue/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html
Dress Your Family in Corduroy and Denim,43.68,Three,In Stock,Books,https://books.toscrape.com/media/cache/9c/2b/9c2bdd3040938c144345a115fb906562.jpg,https://books.toscrape.com/catalogue/dress-your-family-in-corduroy-and-denim_562/index.html
Toddlers Are A**holes: It's Not Your Fault,25.55,One,In Stock,Books,https://books.toscrape.com/media/cache/26/1a/261a092ddd76981beb23a601edf0868b.jpg,https://books.toscrape.com/catalogue/toddlers-are-aholes-its-not-your-fault_503/index.html
When You Are Engulfed in Flames,30.89,Five,In Stock,Books,https://books.toscrape.com/media/cache/42/1a/421afe48509fc8cccccad804b64c58dc.jpg,https://books.toscrape.com/catalogue/when-you-are-engulfed-in-flames_303/index.html
Naked,31.69,Three,In Stock,Books,https://books.toscrape.com/media/cache/80/2b/802b92421a7314b0a6afef8a9754cf5c.jpg,https://books.toscrape.com/catalogue/naked_197/index.html
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",55.5,Five,In Stock,Books,https://books.toscrape.com/media/cache/c4/69/c469440eeffdd84ac3f4b09bd575c548.jpg,https://books.toscrape.com/catalogue/lamb-the-gospel-according-to-biff-christs-childhood-pal_182/index.html
Holidays on Ice,51.07,Two,In Stock,Books,https://books.toscrape.com/media/cache/57/4c/574cbab555bb7d21e50b20267383e45d.jpg,https://books.toscrape.com/catalogue/holidays-on-ice_167/index.html
Security,39.25,Two,In Stock,Books,https://books.toscrape.com/media/cache/79/2b/792bdeb2cf7d8efaef0e401e5a27b4da.jpg,https://books.toscrape.com/catalogue/security_925/index.html
Follow You Home,21.36,One,In Stock,Books,https://books.toscrape.com/media/cache/bb/c0/bbc0bdad3ad7f390017ea66bb7019579.jpg,https://books.toscrape.com/catalogue/follow-you-home_809/index.html
The Loney,23.4,One,In Stock,Books,https://books.toscrape.com/media/cache/84/cc/84cc7f93a8c6c766a6297a23227e68e8.jpg,https://books.toscrape.com/catalogue/the-loney_756/index.html
Pet Sematary,10.56,Three,In Stock,Books,https://books.toscrape.com/media/cache/99/ef/99ef2f3987ee016bdd120a4579ef98f5.jpg,https://books.toscrape.com/catalogue/pet-sematary_726/index.html
Doctor Sleep (The Shining #2),40.12,Two,In Stock,Books,https://books.toscrape.com/media/cache/30/05/30053f9d8549febc67059c52fca65744.jpg,https://books.toscrape.com/catalogue/doctor-sleep-the-shining-2_686/index.html
Psycho: Sanitarium (Psycho #1.5),36.97,Five,In Stock,Books,https://books.toscrape.com/media/cache/91/98/9198cedbd37561f2aa343d3eb04ee703.jpg,https://books.toscrape.com/catalogue/psycho-sanitarium-psycho-15_628/index.html
Can You Keep a Secret? (Fear Street Relaunch #4),48.64,One,In Stock,Books,https://books.toscrape.com/media/cache/03/83/0383a7f9cce4ab8fa1c5db6e69b169c6.jpg,https://books.toscrape.com/catalogue/can-you-keep-a-secret-fear-street-relaunch-4_614/index.html
Red Dragon (Hannibal Lecter #1),23.37,Three,In Stock,Books,https://books.toscrape.com/media/cache/4a/ce/4acec5ebebf374e7a84a5d8c74ee5752.jpg,https://books.toscrape.com/catalogue/red-dragon-hannibal-lecter-1_390/index.html
Dracula the Un-Dead,35.63,Five,In Stock,Books,https://books.toscrape.com/media/cache/b1/f2/b1f25fa4623b3ee2db6fb6d6e27c6fb5.jpg,https://books.toscrape.com/catalogue/dracula-the-un-dead_370/index.html
Night Shift (Night Shift #1-20),12.75,Four,In Stock,Books,https://books.toscrape.com/media/cache/b8/84/b8843e0c3fbadb1682b095c99eda7f7a.jpg,https://books.toscrape.com/catalogue/night-shift-night-shift-1-20_335/index.html
Needful Things,47.51,Four,In Stock,Books,https://books.toscrape.com/media/cache/d2/d8/d2d818d6654086560072fe1d42189636.jpg,https://books.toscrape.com/catalogue/needful-things_334/index.html
Misery,34.79,Two,In Stock,Books,https://books.toscrape.com/media/cache/cc/fb/ccfb8bb0f63377a67fb0a39d513f6cab.jpg,https://books.toscrape.com/catalogue/misery_332/index.html
It,25.01,Three,In Stock,Books,https://books.toscrape.com/media/cache/f9/40/f9409b5717cc44f29aa444d85ad26bdc.jpg,https://books.toscrape.com/catalogue/it_330/index.html
'Salem's Lot,49.56,Four,In Stock,Books,https://books.toscrape.com/media/cache/d3/55/d35568710e773adf06a0bc756a99f66d.jpg,https://books.toscrape.com/catalogue/salems-lot_309/index.html
The Stand,57.86,Two,In Stock,Books,https://books.toscrape.com/media/cache/f9/8b/f98bdf42af5e223bc0f6ea6bd0a48a53.jpg,https://books.toscrape.com/catalogue/the-stand_282/index.html
The Girl with All the Gifts,49.47,Three,In Stock,Books,https://books.toscrape.com/media/cache/9a/91/9a911066cb404976bcc25dbc8817432a.jpg,https://books.toscrape.com/catalogue/the-girl-with-all-the-gifts_250/index.html
House of Leaves,54.89,One,In Stock,Books,https://books.toscrape.com/media/cache/20/c2/20c2ff61355569b4f84e2f847e37db25.jpg,https://books.toscrape.com/catalogue/house-of-leaves_169/index.html
Sapiens: A Brief History of Humankind,54.23,Five,In Stock,Books,https://books.toscrape.com/media/cache/ce/5f/ce5f052c65cc963cf4422be096e915c9.jpg,https://books.toscrape.com/catalogue/sapiens-a-brief-history-of-humankind_996/index.html
"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",25.52,One,In Stock,Books,https://books.toscrape.com/media/cache/27/a1/27a1ebe79d6e6759ec68ea9f427a4f71.jpg,https://books.toscrape.com/catalogue/unbound-how-eight-technologies-made-us-human-transformed-society-and-brought-our-world-to-the-brink_950/index.html
The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,19.73,One,In Stock,Books,https://books.toscrape.com/media/cache/2e/65/2e654066306042f4c462ba4d048650d9.jpg,https://books.toscrape.com/catalogue/the-age-of-genius-the-seventeenth-century-and-the-birth-of-the-modern-mind_929/index.html
"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",36.28,Two,In Stock,Books,https://books.toscrape.com/media/cache/31/e6/31e6e0a41e62858180b268c27b20a770.jpg,https://books.toscrape.com/catalogue/political-suicide-missteps-peccadilloes-bad-calls-backroom-hijinx-sordid-pasts-rotten-breaks-and-just-plain-dumb-mistakes-in-the-annals-of-american-politics_917/index.html
Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,59.64,One,In Stock,Books,https://books.toscrape.com/media/cache/77/79/777988a85de2269905bd8c2070a3cf58.jpg,https://books.toscrape.com/catalogue/thomas-jefferson-and-the-tripoli-pirates-the-forgotten-war-that-changed-american-history_867/index.html
Zealot: The Life and Times of Jesus of Nazareth,24.7,Three,In Stock,Books,https://books.toscrape.com/media/cache/21/da/21dab5c065cfcde1bad7ded16a753102.jpg,https://books.toscrape.com/catalogue/zealot-the-life-and-times-of-jesus-of-nazareth_785/index.html
A Distant Mirror: The Calamitous 14th Century,14.58,Three,In Stock,Books,https://books.toscrape.com/media/cache/d8/0a/d80ac19cd0aef94c5ac257b1eb3c1d37.jpg,https://books.toscrape.com/catalogue/a-distant-mirror-the-calamitous-14th-century_652/index.html
1491: New Revelations of the Americas Before Columbus,21.8,Three,In Stock,Books,https://books.toscrape.com/media/cache/2d/d2/2dd235d80326531092c70e191d630c7d.jpg,https://books.toscrape.com/catalogue/1491-new-revelations-of-the-americas-before-columbus_650/index.html
Brilliant Beacons: A History of the American Lighthouse,11.45,Three,In Stock,Books,https://books.toscrape.com/media/cache/ba/59/ba5913de7abe0d9dbe9c8128092a52af.jpg,https://books.toscrape.com/catalogue/brilliant-beacons-a-history-of-the-american-lighthouse_515/index.html
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",44.48,Five,In Stock,Books,https://books.toscrape.com/media/cache/43/f2/43f25e9633b587a4052b517cd7b3b4a9.jpg,https://books.toscrape.com/catalogue/most-blessed-of-the-patriarchs-thomas-jefferson-and-the-empire-of-the-imagination_509/index.html
A Short History of Nearly Everything,52.4,Five,In Stock,Books,https://books.toscrape.com/media/cache/17/aa/17aa3d17bae02fa1d0e2a831c0c0e58b.jpg,https://books.toscrape.com/catalogue/a-short-history-of-nearly-everything_457/index.html
The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67,Two,In Stock,Books,https://books.toscrape.com/media/cache/10/f6/10f6ebfa89b070ba39ad7c4c872c96ea.jpg,https://books.toscrape.com/catalogue/the-rise-and-fall-of-the-third-reich-a-history-of-nazi-germany_454/index.html
Catherine the Great: Portrait of a Woman,58.55,Four,In Stock,Books,https://books.toscrape.com/media/cache/37/3a/373af6af58a00ca69602d74b81951ac4.jpg,https://books.toscrape.com/catalogue/catherine-the-great-portrait-of-a-woman_424/index.html
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91,Five,In Stock,Books,https://books.toscrape.com/media/cache/52/74/5274c64fbcb7ce4bbf427ed751f6cada.jpg,https://books.toscrape.com/catalogue/the-mathews-men-seven-brothers-and-the-war-against-hitlers-u-boats_408/index.html
The Hiding Place,55.91,Four,In Stock,Books,https://books.toscrape.com/media/cache/74/92/74927818a922712c13999a8043f7f35c.jpg,https://books.toscrape.com/catalogue/the-hiding-place_406/index.html
America's War for the Greater Middle East: A Military History,51.22,Two,In Stock,Books,https://books.toscrape.com/media/cache/da/0c/da0ca0d6586f8164b7a96d4c807a6c7f.jpg,https://books.toscrape.com/catalogue/americas-war-for-the-greater-middle-east-a-military-history_361/index.html
The Guns of August,14.54,Two,In Stock,Books,https://books.toscrape.com/media/cache/ca/23/ca23598be538026a7898232e8a1079d0.jpg,https://books.toscrape.com/catalogue/the-guns-of-august_254/index.html
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.7,Two,In Stock,Books,https://books.toscrape.com/media/cache/f5/b7/f5b783f6cfdfe30895d912f9e337bb22.jpg,https://books.toscrape.com/catalogue/house-of-lost-worlds-dinosaurs-dynasties-and-the-story-of-life-on-earth_170/index.html
"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",30.52,Three,In Stock,Books,https://books.toscrape.com/media/cache/9f/58/9f58d3ff6d58589eaf325b1a33c303a0.jpg,https://books.toscrape.com/catalogue/foolproof-preserving-a-guide-to-small-batch-jams-jellies-pickles-condiments-and-more-a-foolproof-guide-to-making-small-batch-jams-jellies-pickles-condiments-and-more_978/index.html
"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",56.41,One,In Stock,Books,https://books.toscrape.com/media/cache/fd/af/fdaf3c3104c559941c01e840fecd2659.jpg,https://books.toscrape.com/catalogue/the-pioneer-woman-cooks-dinnertime-comfort-classics-freezer-food-16-minute-meals-and-other-delicious-ways-to-solve-supper_943/index.html
My Paris Kitchen: Recipes and Stories,33.37,Two,In Stock,Books,https://books.toscrape.com/media/cache/ae/d5/aed548aefcac7803a599b05da3acb86e.jpg,https://books.toscrape.com/catalogue/my-paris-kitchen-recipes-and-stories_910/index.html
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",14.02,Four,In Stock,Books,https://books.toscrape.com/media/cache/48/19/48192cbef9101060e3787d87d7c8d7d1.jpg,https://books.toscrape.com/catalogue/mama-tried-traditional-italian-cooking-for-the-screwed-crude-vegan-and-tattooed_908/index.html
"Layered: Baking, Building, and Styling Spectacular Cakes",40.11,One,In Stock,Books,https://books.toscrape.com/media/cache/73/06/7306b860c7887dfb2a4b0083e2d6bf0d.jpg,https://books.toscrape.com/catalogue/layered-baking-building-and-styling-spectacular-cakes_904/index.html
The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,37.34,Five,In Stock,Books,https://books.toscrape.com/media/cache/41/57/4157492623f9552e3efdc858a19968f3.jpg,https://books.toscrape.com/catalogue/the-nerdy-nummies-cookbook-sweet-treats-for-the-geek-in-all-of-us_853/index.html
The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,37.6,Two,In Stock,Books,https://books.toscrape.com/media/cache/88/e7/88e70e44632c3ca306191007bc723806.jpg,https://books.toscrape.com/catalogue/the-love-and-lemons-cookbook-an-apple-to-zucchini-celebration-of-impromptu-cooking_849/index.html
The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,41.25,One,In Stock,Books,https://books.toscrape.com/media/cache/81/37/81374b88e925ba998c4049abcf805196.jpg,https://books.toscrape.com/catalogue/the-cookies-cups-cookbook-125-sweet-savory-recipes-reminding-you-to-always-eat-dessert-first_841/index.html
